transaction_date,amount,merchant_category,is_flagged
2026-08-05,43.33,Dining,0
2026-08-05,129.42,grocery,1
2026-08-05,93.24,Dining,0
2026-08-05,65.92,Dining,0
2026-08-05,191.34,travel ,0
2026-08-05,226.59,utilities,0
2026-08-05,404.39,entertainment,0
2026-08-05,73.27,Dining,0
2026-08-05,94.95,Dining,0
2026-08-05,18.36,grocery,0
2026-08-05,15.27,travel ,0
2026-08-05,134.13,Travel,0
2026-08-05,302.37,Dining,0
2026-08-05,56.93,dining,0
2026-08-05,19.62,electronics,0
2026-08-05,82.91,grocery,1
2026-08-05,40.45,entertainment,0
2026-08-05,67.35,grocery,0
2026-08-05,41.79,Travel,0
2026-08-05,65.22,travel ,0
2026-08-05,180.92,electronics,0
2026-08-05,51.64,GROCERY,0
2026-08-05,108.61,electronics,0
2026-08-05,66.87,utilities,0
2026-08-05,94.08,dining,0
2026-08-05,235.49,travel ,0
2026-08-05,116.25,GROCERY,0
2026-08-05,80.17,utilities,0
2026-08-05,209.84,electronics,0
2026-08-05,28.75,travel ,0
2026-08-05,80.14,entertainment,0
2026-08-05,60.59,travel ,0
2026-08-05,47.04,Dining,0
2026-08-05,132.61,electronics,0
2026-08-05,44.1,Travel,0
2026-08-05,N/A,Dining,0
2026-08-05,239.07,grocery,0
2026-08-05,118.39,dining,0
2026-08-05,63.35,travel ,0
2026-08-05,96.52,GROCERY,0
2026-08-05,168.73,Travel,0
2026-08-05,109.34,GROCERY,0
2026-08-05,30.06,Dining,0
2026-08-05,311.47,entertainment,0
2026-08-05,69.97,entertainment,1
2026-08-05,309.24,travel ,0
2026-08-05,301.2,Travel,0
2026-08-05,335.75,entertainment,0
2026-08-05,91.49,entertainment,0
2026-08-05,173.0,GROCERY,0
2026-08-05,435.07,Dining,0
2026-08-05,252.73,Dining,0
2026-08-05,16.84,entertainment,0
2026-08-05,106.64,electronics,0
2026-08-05,356.69,electronics,0
2026-08-05,91.93,utilities,0
2026-08-05,111.36,entertainment,0
2026-08-05,8.94,GROCERY,0
2026-08-05,250.55,grocery,0
2026-08-05,51.44,electronics,0
2026-08-05,116.67,travel ,0
2026-08-05,54.52,grocery,0
2026-08-05,167.65,grocery,0
2026-08-05,283.09,entertainment,0
2026-08-05,29.7,Travel,0
2026-08-05,151.26,GROCERY,0
2026-08-05,266.38,travel ,0
2026-08-05,202.09,dining,0
2026-08-05,129.35,dining,0
2026-08-05,104.7,entertainment,0
2026-08-05,29.77,Travel,0
2026-08-05,128.6,travel ,0
2026-08-05,53.97,Travel,0
2026-08-05,139.08,Dining,0
2026-08-05,44.58,electronics,0
2026-08-05,173.01,dining,1
2026-08-05,159.45,dining,0
2026-08-05,105.95,Dining,0
2026-08-05,107.76,grocery,0
2026-08-05,109.56,Dining,0
2026-08-05,85.19,entertainment,0
2026-08-05,83.61,Travel,0
2026-08-05,21.98,GROCERY,0
2026-08-05,27.38,grocery,0
2026-08-05,58.3,Dining,0
2026-08-05,88.33,Dining,0
2026-08-05,269.03,utilities,0
2026-08-05,247.62,utilities,0
2026-08-05,270.45,electronics,0
2026-08-05,201.1,electronics,0
2026-08-05,90.95,utilities,0
2026-08-05,175.04,entertainment,1
2026-08-05,173.69,Dining,1
2026-08-05,99.32,GROCERY,0
2026-08-05,82.64,Dining,0
2026-08-05,206.0,Travel,0
2026-08-05,222.53,electronics,0
2026-08-05,29.55,utilities,0
2026-08-05,407.87,entertainment,0
2026-08-05,129.86,grocery,0
2026-08-05,46.12,Travel,0
2026-08-05,165.24,Travel,0
2026-08-05,202.16,GROCERY,0
2026-08-05,148.24,grocery,0
2026-08-05,18.63,grocery,0
2026-08-05,142.05,Travel,0
2026-08-05,103.39,utilities,0
2026-08-05,235.69,utilities,0
2026-08-05,22.97,travel ,0
