transaction_date,amount,merchant_category,is_flagged
2026-08-04,72.51,grocery,0
2026-08-04,98.25,utilities,0
2026-08-04,96.94,entertainment,0
2026-08-04,748.31,Dining,0
2026-08-04,87.61,dining,0
2026-08-04,66.11,entertainment,0
2026-08-04,84.79,dining,0
2026-08-04,96.41,entertainment,0
2026-08-04,99.53,entertainment,0
2026-08-04,319.54,travel ,0
2026-08-04,76.71,Travel,0
2026-08-04,172.65,entertainment,0
2026-08-04,93.96,Travel,0
2026-08-04,232.71,dining,0
2026-08-04,50.15,grocery,0
2026-08-04,215.98,dining,0
2026-08-04,125.13,entertainment,0
2026-08-04,49.66,Travel,0
2026-08-04,143.47,dining,0
2026-08-04,80.91,entertainment,0
2026-08-04,119.04,dining,0
2026-08-04,295.37,entertainment,0
2026-08-04,135.07,entertainment,0
2026-08-04,99.06,GROCERY,0
2026-08-04,177.81,entertainment,0
2026-08-04,98.31,dining,0
2026-08-04,138.62,GROCERY,0
2026-08-04,190.81,entertainment,0
2026-08-04,22.39,GROCERY,1
2026-08-04,49.43,Dining,0
2026-08-04,193.26,utilities,0
2026-08-04,10.13,travel ,0
2026-08-04,148.89,entertainment,0
2026-08-04,327.53,entertainment,0
2026-08-04,151.73,dining,0
2026-08-04,295.43,Travel,0
2026-08-04,86.16,electronics,0
2026-08-04,344.21,travel ,0
2026-08-04,198.88,grocery,1
2026-08-04,151.16,utilities,0
2026-08-04,58.26,dining,0
2026-08-04,289.44,utilities,0
2026-08-04,70.65,grocery,0
2026-08-04,138.17,grocery,0
2026-08-04,36.28,GROCERY,0
2026-08-04,116.27,Travel,0
2026-08-04,199.33,grocery,1
2026-08-04,90.29,utilities,1
2026-08-04,96.03,dining,0
2026-08-04,58.59,grocery,0
2026-08-04,106.94,Dining,0
2026-08-04,138.17,utilities,0
2026-08-04,311.26,travel ,0
2026-08-04,12.38,travel ,0
2026-08-04,69.86,electronics,0
2026-08-04,242.09,Travel,0
2026-08-04,48.7,grocery,0
2026-08-04,120.62,grocery,0
2026-08-04,416.84,Travel,0
2026-08-04,200.68,utilities,1
2026-08-04,358.93,GROCERY,0
2026-08-04,289.19,electronics,1
2026-08-04,100.14,dining,0
2026-08-04,312.36,dining,0
2026-08-04,91.21,utilities,0
2026-08-04,166.18,electronics,0
2026-08-04,51.16,GROCERY,0
2026-08-04,510.83,electronics,0
2026-08-04,73.3,entertainment,0
2026-08-04,32.83,grocery,0
2026-08-04,211.68,travel ,0
2026-08-04,149.38,GROCERY,0
2026-08-04,129.65,GROCERY,0
2026-08-04,94.24,dining,0
2026-08-04,127.03,Travel,0
2026-08-04,78.69,Dining,0
2026-08-04,89.05,electronics,0
2026-08-04,83.65,utilities,0
2026-08-04,206.73,grocery,0
2026-08-04,346.7,Travel,0
2026-08-04,212.5,travel ,0
2026-08-04,129.27,dining,0
2026-08-04,244.49,Travel,0
2026-08-04,131.25,grocery,1
2026-08-04,92.92,dining,0
2026-08-04,204.84,GROCERY,1
2026-08-04,441.17,travel ,0
2026-08-04,444.39,travel ,0
2026-08-04,85.36,grocery,0
2026-08-04,196.44,entertainment,0
2026-08-04,154.45,GROCERY,0
2026-08-04,332.06,Dining,0
2026-08-04,239.04,entertainment,0
2026-08-04,49.61,grocery,0
2026-08-04,38.78,Dining,0
2026-08-04,236.88,travel ,0
2026-08-04,182.67,entertainment,0
2026-08-04,142.81,GROCERY,0
2026-08-04,93.53,entertainment,0
2026-08-04,199.67,electronics,0
2026-08-04,186.15,Dining,0
2026-08-04,250.99,utilities,1
2026-08-04,56.97,entertainment,0
2026-08-04,73.01,GROCERY,0
2026-08-04,120.49,travel ,0
2026-08-04,100.42,dining,0
2026-08-04,100.4,Travel,0
2026-08-04,103.02,GROCERY,0
2026-08-04,250.01,utilities,0
2026-08-04,14.26,Dining,0
2026-08-04,105.62,Travel,1
2026-08-04,171.61,electronics,0
2026-08-04,18.74,Travel,0
2026-08-04,103.78,entertainment,0
2026-08-04,37.02,dining,0
2026-08-04,196.55,grocery,1
2026-08-04,66.68,travel ,0
2026-08-04,72.63,Dining,0
2026-08-04,136.53,entertainment,0
2026-08-04,58.96,travel ,0
2026-08-04,471.42,entertainment,0
2026-08-04,128.57,Dining,0
2026-08-04,113.08,electronics,0
2026-08-04,74.92,utilities,0
2026-08-04,131.77,entertainment,0
2026-08-04,39.37,electronics,0
2026-08-04,106.03,Travel,0
2026-08-04,50.93,dining,0
2026-08-04,175.45,Travel,0
2026-08-04,198.84,GROCERY,0
2026-08-04,193.88,travel ,0
2026-08-04,209.77,dining,1
2026-08-04,107.81,Dining,0
2026-08-04,275.69,entertainment,0
2026-08-04,87.35,grocery,0
2026-08-04,386.52,entertainment,0
2026-08-04,108.52,grocery,0
2026-08-04,265.77,Dining,0
2026-08-04,152.95,Travel,0
2026-08-04,57.52,travel ,0
2026-08-04,N/A,grocery,1
2026-08-04,136.1,grocery,0
2026-08-04,72.66,Travel,1
2026-08-04,53.1,entertainment,0
2026-08-04,109.45,grocery,0
2026-08-04,N/A,Travel,0
2026-08-04,72.19,Travel,0
2026-08-04,40.5,dining,0
2026-08-04,152.99,travel ,0
2026-08-04,213.02,GROCERY,0
2026-08-04,223.17,dining,0
2026-08-04,119.63,dining,0
2026-08-04,34.15,utilities,0
2026-08-04,215.77,entertainment,0
2026-08-04,173.44,Travel,0
2026-08-04,145.98,GROCERY,0
2026-08-04,89.65,travel ,0
2026-08-04,24.46,utilities,0
2026-08-04,42.47,utilities,0
2026-08-04,188.42,dining,0
2026-08-04,627.86,grocery,0
2026-08-04,68.29,Travel,0
2026-08-04,151.97,dining,0
2026-08-04,247.37,utilities,0
2026-08-04,69.3,GROCERY,0
2026-08-04,67.25,entertainment,0
2026-08-04,320.0,grocery,0
2026-08-04,136.03,entertainment,1
2026-08-04,127.32,utilities,0
2026-08-04,126.17,Travel,0
2026-08-04,57.89,Dining,0
2026-08-04,176.97,dining,0
2026-08-04,88.82,dining,0
2026-08-04,196.58,dining,0
2026-08-04,144.79,utilities,0
2026-08-04,257.31,Travel,0
2026-08-04,108.52,entertainment,0
2026-08-04,53.3,GROCERY,0
2026-08-04,65.28,Dining,0
2026-08-04,37.59,Travel,0
2026-08-04,133.5,dining,0
2026-08-04,187.98,Travel,0
2026-08-04,198.94,grocery,0
