transaction_date,amount,merchant_category,is_flagged
2026-08-07,164.52,Dining,0
2026-08-07,303.38,utilities,0
2026-08-07,155.16,grocery,0
2026-08-07,29.25,Travel,0
2026-08-07,141.55,Dining,0
2026-08-07,203.79,Travel,0
2026-08-07,45.07,dining,0
2026-08-07,199.85,electronics,0
2026-08-07,103.04,electronics,1
2026-08-07,70.38,Dining,0
2026-08-07,100.03,utilities,0
2026-08-07,164.67,entertainment,0
2026-08-07,168.07,travel ,0
2026-08-07,88.37,Travel,0
2026-08-07,30.91,electronics,0
2026-08-07,347.81,GROCERY,0
2026-08-07,50.96,utilities,0
2026-08-07,142.51,electronics,0
2026-08-07,151.66,travel ,0
2026-08-07,37.08,electronics,0
2026-08-07,88.98,entertainment,0
2026-08-07,125.09,GROCERY,0
2026-08-07,207.16,Travel,0
2026-08-07,427.85,Travel,0
2026-08-07,221.97,entertainment,0
2026-08-07,209.79,grocery,0
2026-08-07,198.47,grocery,0
2026-08-07,48.28,Dining,1
2026-08-07,113.57,dining,0
2026-08-07,113.48,Dining,0
2026-08-07,104.11,utilities,0
2026-08-07,N/A,dining,0
2026-08-07,129.88,utilities,0
2026-08-07,39.34,grocery,0
2026-08-07,118.23,dining,0
2026-08-07,172.62,GROCERY,0
2026-08-07,63.17,entertainment,0
2026-08-07,158.82,GROCERY,0
2026-08-07,202.99,grocery,1
2026-08-07,36.93,Dining,0
2026-08-07,173.93,travel ,0
2026-08-07,168.34,utilities,0
2026-08-07,173.75,dining,0
2026-08-07,75.08,GROCERY,1
2026-08-07,83.77,Travel,0
2026-08-07,260.54,grocery,0
2026-08-07,43.71,GROCERY,0
2026-08-07,26.96,electronics,0
2026-08-07,126.74,GROCERY,0
2026-08-07,143.21,travel ,0
2026-08-07,99.82,Travel,0
2026-08-07,48.43,utilities,0
2026-08-07,305.48,Travel,0
2026-08-07,229.99,Travel,0
2026-08-07,37.02,Travel,0
2026-08-07,215.57,grocery,0
2026-08-07,94.28,Dining,0
2026-08-07,412.33,grocery,0
2026-08-07,132.44,entertainment,0
2026-08-07,267.2,utilities,0
2026-08-07,284.33,travel ,0
2026-08-07,203.4,GROCERY,0
2026-08-07,188.49,utilities,0
2026-08-07,77.74,grocery,0
2026-08-07,226.43,GROCERY,0
2026-08-07,151.22,utilities,0
2026-08-07,52.56,GROCERY,0
2026-08-07,348.57,GROCERY,0
2026-08-07,227.68,grocery,0
2026-08-07,159.82,Travel,0
2026-08-07,51.25,entertainment,0
2026-08-07,85.23,utilities,0
2026-08-07,68.72,travel ,0
2026-08-07,65.66,electronics,0
2026-08-07,44.68,travel ,0
2026-08-07,134.49,dining,0
2026-08-07,79.91,Travel,0
2026-08-07,88.51,GROCERY,0
2026-08-07,57.62,Dining,0
2026-08-07,14.63,utilities,0
2026-08-07,186.34,grocery,0
2026-08-07,91.83,GROCERY,0
2026-08-07,27.33,travel ,1
2026-08-07,374.08,entertainment,0
2026-08-07,116.8,travel ,0
2026-08-07,229.78,utilities,0
2026-08-07,83.04,dining,0
2026-08-07,140.26,GROCERY,0
2026-08-07,54.23,Dining,0
2026-08-07,103.33,utilities,0
2026-08-07,110.01,Dining,0
2026-08-07,207.44,Travel,0
2026-08-07,135.1,electronics,0
2026-08-07,87.74,GROCERY,0
2026-08-07,63.76,utilities,0
2026-08-07,143.46,utilities,0
2026-08-07,418.25,grocery,0
2026-08-07,40.11,grocery,0
2026-08-07,109.41,dining,0
2026-08-07,282.65,grocery,0
2026-08-07,219.63,dining,0
2026-08-07,222.61,grocery,0
2026-08-07,30.84,GROCERY,0
2026-08-07,171.45,utilities,0
2026-08-07,379.38,Dining,1
2026-08-07,290.2,entertainment,0
2026-08-07,111.26,dining,0
2026-08-07,42.83,dining,0
2026-08-07,18.59,electronics,0
2026-08-07,37.4,Dining,0
2026-08-07,54.8,grocery,0
2026-08-07,183.87,utilities,0
2026-08-07,277.4,electronics,0
2026-08-07,92.2,grocery,1
2026-08-07,196.61,grocery,1
2026-08-07,34.95,dining,0
2026-08-07,131.67,GROCERY,0
2026-08-07,99.2,entertainment,0
2026-08-07,65.5,Travel,0
2026-08-07,63.84,grocery,0
2026-08-07,123.34,Dining,0
2026-08-07,55.01,Travel,0
2026-08-07,145.94,grocery,0
2026-08-07,345.31,GROCERY,0
2026-08-07,89.79,Travel,0
2026-08-07,29.12,utilities,0
2026-08-07,184.85,GROCERY,0
2026-08-07,361.93,electronics,0
2026-08-07,198.17,GROCERY,0
2026-08-07,5.71,dining,0
2026-08-07,58.53,Dining,0
2026-08-07,171.41,utilities,0
2026-08-07,47.88,grocery,0
2026-08-07,163.42,dining,0
2026-08-07,69.17,utilities,0
2026-08-07,89.64,dining,0
2026-08-07,107.27,dining,0
2026-08-07,272.94,travel ,0
2026-08-07,150.29,Dining,0
2026-08-07,252.28,dining,0
2026-08-07,23.57,travel ,0
2026-08-07,16.89,entertainment,0
2026-08-07,101.94,utilities,0
2026-08-07,73.72,GROCERY,0
2026-08-07,57.97,entertainment,0
2026-08-07,121.03,travel ,0
2026-08-07,90.54,entertainment,0
2026-08-07,87.46,Dining,0
2026-08-07,202.05,Dining,0
2026-08-07,411.31,entertainment,0
2026-08-07,106.81,travel ,0
2026-08-07,168.67,dining,0
2026-08-07,24.21,Dining,0
2026-08-07,N/A,entertainment,0
2026-08-07,113.42,Dining,0
2026-08-07,21.89,dining,0
2026-08-07,42.86,utilities,0
2026-08-07,369.83,entertainment,0
2026-08-07,139.98,Dining,0
2026-08-07,69.73,utilities,0
2026-08-07,81.27,Dining,0
2026-08-07,277.55,grocery,0
2026-08-07,103.01,entertainment,0
2026-08-07,107.41,electronics,0
2026-08-07,77.93,electronics,0
2026-08-07,191.64,GROCERY,0
2026-08-07,171.52,electronics,0
2026-08-07,182.64,electronics,0
2026-08-07,34.19,dining,0
2026-08-07,108.12,Travel,0
2026-08-07,N/A,grocery,0
2026-08-07,295.93,grocery,0
2026-08-07,284.55,electronics,0
2026-08-07,73.13,Travel,0
2026-08-07,104.63,dining,0
2026-08-07,73.25,entertainment,0
2026-08-07,173.55,Dining,0
2026-08-07,260.06,utilities,0
2026-08-07,67.52,grocery,1
2026-08-07,59.67,electronics,0
2026-08-07,70.7,GROCERY,1
2026-08-07,128.19,Dining,0
2026-08-07,141.95,utilities,0
2026-08-07,106.14,electronics,0
2026-08-07,82.3,grocery,0
2026-08-07,131.67,entertainment,0
2026-08-07,95.31,Travel,0
2026-08-07,66.92,grocery,0
2026-08-07,61.73,entertainment,0
2026-08-07,44.0,Travel,0
2026-08-07,46.41,electronics,0
2026-08-07,N/A,dining,0
2026-08-07,24.77,entertainment,0
2026-08-07,62.31,electronics,0
2026-08-07,49.54,entertainment,1
2026-08-07,177.55,Dining,0
2026-08-07,58.0,Dining,0
2026-08-07,62.28,Dining,0
2026-08-07,80.78,electronics,0
2026-08-07,52.37,Dining,0
2026-08-07,123.35,entertainment,0
2026-08-07,154.55,electronics,0
2026-08-07,116.72,grocery,1
2026-08-07,300.42,utilities,0
2026-08-07,160.2,dining,0
2026-08-07,53.85,Travel,0
2026-08-07,51.89,entertainment,0
2026-08-07,204.81,grocery,0
2026-08-07,174.07,Travel,0
2026-08-07,150.16,Dining,0
2026-08-07,7.17,electronics,0
2026-08-07,78.31,Travel,0
2026-08-07,150.37,GROCERY,0
2026-08-07,119.41,electronics,0
2026-08-07,144.83,entertainment,0
2026-08-07,143.79,Dining,0
2026-08-07,135.99,travel ,0
2026-08-07,321.44,Travel,0
2026-08-07,170.51,dining,0
2026-08-07,166.25,electronics,0
2026-08-07,229.49,dining,0
2026-08-07,70.27,Dining,0
2026-08-07,390.96,grocery,0
2026-08-07,46.05,dining,0
2026-08-07,239.09,dining,0
2026-08-07,29.16,Dining,0
2026-08-07,366.03,entertainment,0
